,sampling rate,sampling width in bytes,nframes,nchannels
5736,48000,2,192000,2
5739,48000,2,192000,1
5740,44100,2,176400,2
5741,44100,2,176400,2
5742,48000,2,192000,2
5744,48000,2,192000,2
5745,44100,2,176400,2
5746,48000,2,50866,2
575,44100,2,176400,2
5750,44100,2,176400,2
5751,48000,2,192000,2
5755,48000,2,192000,2
5757,48000,2,192000,2
5758,48000,2,36281,2
576,44100,2,176400,2
5760,44100,2,176400,2
5761,8000,2,32000,2
5762,48000,2,91112,2
5763,48000,2,192000,2
5764,44100,2,176400,2
5765,44100,2,26017,2
5767,44100,2,176400,2
5768,44100,2,108486,2
5769,44100,2,176400,2
5770,44100,2,176400,2
5771,48000,2,192000,2
5772,48000,2,192000,2
5773,44100,2,98160,2
5774,44100,2,176400,2
5778,44100,2,176400,2
578,48000,2,192000,1
5780,44100,2,105399,2
5783,44100,2,176400,2
5784,44100,2,176400,2
5786,44100,2,176400,2
5788,48000,2,192000,2
579,44100,2,176400,2
5790,44100,2,176400,2
5791,48000,2,192000,2
5796,48000,2,97440,2
5799,48000,2,192000,2
580,44100,2,176400,2
5800,48000,2,185280,2
5802,44100,2,176400,2
5806,44100,2,176400,2
5808,48000,2,192000,2
5813,48000,2,192000,2
5815,44100,2,176400,2
5816,48000,2,192000,2
5817,44100,2,78931,2
5818,44100,2,14112,2
5820,48000,2,192000,2
5822,44100,2,176400,2
5824,48000,2,192000,2
5825,48000,2,192000,2
5826,48000,2,192000,2
5827,44100,2,176400,2
5829,44100,2,176400,2
583,48000,2,192000,2
5832,44100,2,176400,2
5833,44100,2,176400,2
5835,44100,2,176400,2
5837,44100,2,176400,2
584,44100,2,176400,2
5840,48000,2,192000,2
5841,48000,2,192000,2
5842,44100,2,176400,2
5844,48000,2,192000,2
5847,48000,2,36480,2
5848,44100,2,176400,2
585,48000,2,192000,2
5850,48000,2,192000,2
5851,44100,2,78057,2
5852,44100,2,176400,2
5854,32000,2,128000,1
5856,48000,2,192000,2
5857,48000,2,192000,2
5858,44100,2,176400,2
5859,48000,2,192000,2
586,44100,2,176400,2
5862,48000,2,45600,2
5863,48000,2,192000,2
5864,48000,2,192000,2
5865,44100,2,176400,2
5867,44100,2,176400,2
5869,44100,2,176400,2
587,44100,2,176400,2
5870,48000,2,162240,2
5871,48000,2,192000,2
5874,48000,2,192000,2
5876,44100,2,176400,2
5877,48000,2,192000,2
5879,44100,2,176400,2
5881,48000,2,192000,2
5882,48000,2,192000,2
5886,44100,2,176400,2
5887,48000,2,192000,2
5888,48000,2,63360,2
5889,44100,2,176400,2
589,48000,2,192000,2
5890,48000,2,36000,2
5891,48000,2,192000,1
5892,48000,2,192000,2
5893,48000,2,192000,2
5897,48000,2,192000,2
59,44100,2,101330,2
590,96000,2,384000,2
5900,48000,2,192000,2
5901,44100,2,176400,2
5902,48000,2,192000,1
5903,48000,2,192000,2
5904,44100,2,176400,2
5906,48000,2,192000,1
5907,44100,2,71001,2
5908,48000,2,192000,2
5909,48000,2,192000,2
5912,22050,2,9621,1
5914,44100,2,44444,2
5915,44100,2,176400,2
5917,44100,2,176400,2
5918,48000,2,192000,2
5921,48000,2,192000,2
5922,44100,2,176400,2
5925,44100,2,176400,2
5926,48000,2,192000,2
5927,44100,2,123480,2
5928,44100,2,176400,2
593,44100,2,176400,2
5932,44100,2,176400,2
5933,48000,2,192000,2
5934,44100,2,176400,2
5936,44100,2,176400,2
5937,48000,2,192000,2
594,48000,2,192000,2
5940,44100,2,176400,2
5941,44100,2,176400,2
5942,44100,2,176400,2
5943,96000,2,384000,2
5944,48000,2,81600,2
5947,48000,2,192000,2
5948,44100,2,11466,2
5949,48000,2,122309,2
5950,44100,2,176400,2
5951,44100,2,176400,2
5952,44100,2,176400,2
5953,22050,1,88200,1
5954,48000,2,192000,2
5957,44100,2,176400,2
5960,48000,2,192000,2
5962,48000,2,192000,2
5963,48000,2,192000,2
5964,44100,2,104360,2
5966,44100,2,176400,2
5968,48000,2,192000,2
597,44100,2,176400,2
5976,44100,2,176400,2
5977,44100,2,176400,2
598,44100,2,176400,2
5980,48000,2,192000,2
5982,44100,2,176400,2
5983,44100,2,176400,2
5984,44100,2,176400,2
5985,44100,2,176400,2
5988,48000,2,192000,1
5989,44100,2,176400,2
599,48000,2,103200,2
5990,44100,2,176400,2
5992,44100,2,176400,2
5994,48000,2,192000,2
5995,44100,2,108045,2
5996,44100,2,176400,2
5997,44100,2,176400,2
5999,44100,2,176400,1
6,48000,2,192000,2
60,44100,2,176400,2
600,44100,2,176400,2
6001,24000,2,96000,2
6002,48000,2,192000,2
6003,44100,2,176400,2
6004,48000,2,192000,2
6005,44100,2,176400,2
6007,44100,2,176400,2
6009,48000,2,95520,2
6010,44100,2,176400,2
6012,44100,2,95697,2
6013,44100,2,176400,2
6014,44100,2,176400,2
6015,48000,2,192000,1
6016,44100,2,176400,2
6017,48000,2,192000,2
6019,44100,2,176400,2
6020,48000,2,192000,2
6021,48000,2,192000,1
6022,44100,2,176400,2
6023,48000,2,192000,2
6025,44100,2,176400,2
6026,44100,2,66150,2
6027,48000,2,78240,2
6029,44100,2,176400,2
603,44100,2,176400,2
6030,44100,2,176400,2
6031,44100,2,176400,2
6033,48000,2,192000,2
6034,44100,2,176400,2
6035,48000,2,192000,1
604,48000,2,192000,2
6040,48000,2,192000,2
6041,48000,2,64588,2
6046,44100,2,176400,2
6047,44100,2,176400,2
6049,48000,2,53701,1
605,44100,2,82026,2
6050,44100,2,176400,2
6051,48000,2,84917,2
6053,48000,2,31577,2
6054,48000,2,28800,2
6055,44100,2,82467,2
6056,44100,2,176400,2
6059,96000,2,384000,2
606,44100,2,176400,2
6061,44100,2,176400,2
6063,44100,2,176400,2
6066,48000,2,192000,2
6068,44100,2,176400,2
607,48000,2,124800,2
6070,44100,2,40131,2
6072,48000,2,192000,2
6074,44100,2,176400,2
6077,48000,2,192000,2
6079,44100,2,176400,2
6080,44100,2,176400,2
6081,48000,2,192000,2
6082,44100,2,4808,2
6083,48000,2,192000,2
6085,44100,2,176400,2
6086,44100,2,176400,1
6087,44100,2,176400,1
6088,48000,2,95466,2
6089,48000,2,192000,2
6091,44100,2,176400,2
6092,44100,2,176400,2
6094,44100,2,176400,2
6095,44100,2,176400,2
6096,44100,2,176400,2
6098,48000,2,37792,2
6099,48000,2,192000,2
61,48000,2,61719,2
610,44100,2,176400,2
6100,48000,2,192000,2
6101,48000,2,192000,2
6103,48000,2,192000,2
6104,44100,2,176400,2
6107,48000,2,192000,2
6108,48000,2,192000,2
6109,48000,2,192000,2
611,48000,2,124800,1
6115,44100,2,176400,2
6116,44100,2,176400,2
6117,48000,2,192000,2
6118,44100,2,176400,2
6119,48000,2,192000,2
612,48000,2,192000,2
6120,44100,2,176400,2
6121,48000,2,48480,2
6123,48000,2,192000,2
6129,44100,2,176400,2
613,44100,2,176400,2
6130,48000,2,192000,2
6131,48000,2,192000,2
6132,44100,2,176400,2
6133,48000,2,192000,2
6134,48000,2,192000,2
6136,48000,2,192000,2
6137,48000,2,192000,2
6138,48000,2,192000,2
6139,48000,2,51840,2
614,48000,2,192000,2
6140,44100,2,176400,1
6141,44100,2,62550,2
6142,48000,2,192000,2
6144,48000,2,192000,2
6145,44100,2,176400,2
6149,44100,2,176400,2
615,48000,2,192000,2
6151,48000,2,192000,2
6152,48000,2,192000,2
6153,44100,2,176400,2
6154,48000,2,192000,2
6156,44100,2,176400,1
6158,48000,2,192000,2
6159,44100,2,176400,2
6160,44100,2,176400,2
6161,44100,2,54243,2
6162,48000,2,192000,2
6163,44100,2,9510,2
6165,48000,2,192000,2
6169,48000,2,192000,2
6170,44100,2,176400,2
6171,44100,2,66522,2
6172,44100,2,24255,2
6173,48000,2,192000,1
6174,44100,2,176400,2
6175,48000,2,192000,2
6177,44100,2,176400,2
6179,48000,2,192000,2
6180,44100,2,176400,2
6181,48000,2,192000,2
6183,44100,2,176400,2
6187,44100,2,176400,2
6188,48000,2,192000,2
6189,48000,2,192000,2
619,44100,2,176400,2
6191,48000,2,192000,2
6193,48000,2,192000,2
6194,44100,2,172431,2
6196,44100,2,176400,2
6197,44100,2,176400,2
6198,44100,2,176400,1
620,48000,2,192000,2
6204,48000,2,192000,2
6205,44100,2,176400,2
6206,48000,2,121715,2
621,48000,2,192000,2
6210,44100,2,90785,2
6211,48000,2,192000,1
6212,44100,2,176400,2
6213,44100,2,176400,2
6214,48000,2,192000,2
6215,44100,2,176400,2
6217,48000,2,192000,2
6219,48000,2,192000,2
622,48000,2,192000,2
6220,48000,2,192000,2
6222,48000,2,25440,2
6224,48000,2,192000,1
6227,48000,2,132816,2
6229,44100,2,176400,2
623,48000,2,192000,2
6230,48000,2,192000,2
6232,48000,2,192000,2
6234,44100,2,176400,2
6235,16000,2,64000,1
6239,48000,2,192000,2
624,44100,2,176400,2
6241,44100,2,176400,2
6243,44100,2,176400,2
6244,44100,2,176400,2
6245,44100,2,176400,2
6247,48000,2,192000,2
6248,48000,2,92640,2
6249,48000,2,192000,2
6255,44100,2,176400,2
6256,44100,2,64185,2
6258,48000,2,30240,1
6259,48000,2,192000,2
6260,48000,2,192000,2
6262,48000,2,192000,2
6263,48000,2,192000,2
6265,44100,2,176400,2
6266,44100,2,176400,2
6268,44100,2,176400,2
6270,48000,2,192000,2
6271,48000,2,192000,2
6272,44100,2,176400,2
6274,44100,2,176400,2
6278,44100,2,64386,2
6279,44100,2,176400,2
6282,44100,2,176400,2
6283,48000,2,192000,1
6284,44100,2,176400,2
6286,44100,2,81144,2
6287,44100,2,176400,2
6288,48000,2,192000,2
629,48000,2,192000,2
6290,44100,2,50550,2
6291,44100,2,176400,2
6292,44100,2,176400,2
6293,44100,2,176400,2
6294,48000,2,192000,2
6295,48000,2,192000,2
6296,48000,2,192000,2
6297,44100,2,176400,2
6298,44100,2,176400,2
63,96000,2,384000,2
630,48000,2,192000,2
6300,48000,2,192000,2
6304,48000,2,31565,2
6305,44100,2,176400,2
6308,44100,2,176400,2
6309,48000,2,192000,2
631,48000,2,192000,2
6310,48000,2,124320,1
6311,44100,2,176400,2
6314,44100,2,176400,2
6317,44100,2,176400,2
6318,16000,1,64000,2
6319,48000,2,192000,2
6321,48000,2,192000,2
6322,44100,2,104958,2
6323,44100,2,91975,2
6324,44100,2,176400,2
6326,48000,2,192000,2
6327,48000,2,192000,2
6328,48000,2,192000,2
6329,44100,2,176400,2
633,48000,2,192000,2
6331,44100,2,176400,2
6332,44100,2,176400,2
6333,48000,2,68640,1
6335,48000,2,192000,2
6336,48000,2,192000,2
6337,48000,2,192000,2
6338,48000,2,192000,2
6339,48000,2,192000,2
6340,48000,2,192000,2
6341,44100,2,176400,2
6343,48000,2,192000,2
6345,48000,2,192000,2
6346,44100,2,176400,2
6347,44100,2,176400,2
6348,44100,2,176400,2
635,48000,2,192000,2
6351,44100,2,176400,2
6354,44100,2,33805,1
6355,44100,2,176400,2
6357,48000,2,192000,2
6358,44100,2,176400,1
6359,44100,2,58212,2
636,48000,2,192000,1
6364,44100,2,176400,2
6366,48000,2,192000,2
6367,44100,2,176400,2
6370,48000,2,192000,1
6371,44100,2,176400,2
6372,96000,2,120488,2
6374,44100,2,176400,2
6375,44100,2,176400,2
6376,48000,2,192000,2
6377,44100,2,176400,2
6378,48000,2,192000,2
6379,44100,2,176400,2
6380,48000,2,192000,2
6381,44100,2,176400,2
6382,48000,2,192000,2
6387,44100,2,176400,2
6389,44100,2,176400,1
639,48000,2,192000,2
6392,48000,2,192000,2
6393,48000,2,192000,2
6394,44100,2,176400,2
6395,48000,2,192000,1
6402,44100,2,33075,2
6403,44100,2,176400,2
6404,48000,2,192000,2
6408,44100,2,176400,2
6409,48000,2,192000,2
6411,44100,2,36603,2
6412,44100,2,176400,2
6413,44100,2,176400,2
6414,48000,2,192000,2
6416,44100,2,176400,2
6417,48000,2,192000,2
6418,44100,2,176400,2
642,48000,2,192000,2
6420,44100,2,176400,2
6422,48000,2,26284,2
6423,44100,2,176400,2
6424,44100,2,176400,2
6426,48000,2,151003,2
6427,44100,2,176400,2
643,44100,2,176400,2
6431,44100,2,176400,2
6432,44100,2,54243,2
6434,44100,2,176400,2
6435,44100,2,176400,2
6436,48000,2,192000,2
6437,48000,2,192000,2
6440,44100,2,176400,2
6441,48000,2,192000,2
6442,48000,2,192000,2
6443,44100,2,176400,2
6445,48000,2,99840,2
6446,48000,2,192000,2
6448,44100,2,176400,2
6449,44100,2,176400,2
645,44100,2,176400,2
6450,48000,2,192000,2
6451,44100,2,176400,2
6452,44100,2,27342,1
6453,48000,2,192000,2
6454,44100,2,176400,2
6455,48000,2,192000,2
6456,44100,2,176400,2
6457,44100,2,176400,2
6459,48000,2,192000,2
646,44100,2,176400,2
6460,44100,2,176400,2
6461,48000,2,192000,2
6462,44100,2,176400,2
6463,48000,2,192000,2
6464,44100,2,176400,2
6466,48000,2,192000,2
6467,48000,2,192000,2
6468,48000,2,106560,2
6469,44100,2,176400,2
6473,48000,2,192000,2
6474,48000,2,192000,2
6475,48000,2,192000,2
6477,44100,2,84231,2
6478,44100,2,176400,2
648,44100,2,176400,2
6480,44100,2,176400,2
6483,44100,2,176400,2
6484,44100,2,176400,2
6486,44100,2,176400,2
6487,44100,2,176400,2
6490,48000,2,192000,2
6493,48000,2,192000,2
6496,44100,2,176400,2
6497,48000,2,192000,1
6498,48000,2,192000,2
65,44100,2,176400,2
6500,44100,2,176400,2
6502,44100,2,176400,2
6505,48000,2,192000,2
6506,44100,2,176400,2
6507,44100,2,176400,2
6508,44100,2,176400,2
6509,44100,2,176400,2
651,44100,2,176400,2
6510,44100,2,176400,2
6511,44100,2,176400,2
6512,48000,2,109920,2
6515,48000,2,192000,2
6516,44100,2,176400,2
6517,48000,2,192000,2
6518,44100,2,176400,2
652,44100,2,176400,2
6520,44100,2,176400,2
6521,48000,2,192000,2
6522,48000,2,192000,2
6523,44100,2,176400,2
6524,44100,2,176400,2
6527,44100,2,176400,1
6528,44100,2,176400,2
6529,48000,2,192000,1
6530,48000,2,192000,2
6531,44100,2,176400,2
6534,48000,2,192000,2
6535,44100,2,176400,2
6536,96000,2,384000,2
6537,48000,2,192000,2
654,48000,2,192000,2
6542,44100,2,176400,2
6543,48000,2,10080,2
6544,48000,2,70080,2
6546,48000,2,192000,2
6547,48000,2,192000,2
6548,48000,2,192000,2
6549,44100,2,176400,2
655,48000,2,192000,2
6550,44100,2,176400,2
6551,44100,2,176400,2
6552,44100,2,176400,2
6553,48000,2,192000,2
6555,44100,2,176400,2
6556,48000,2,192000,2
6557,48000,2,192000,2
6558,48000,2,192000,2
6559,48000,2,192000,1
656,48000,2,192000,2
6560,44100,2,176400,2
6562,44100,2,176400,2
6563,48000,2,64800,2
6565,24000,2,96000,2
6566,48000,2,192000,2
6568,44100,2,176400,2
657,44100,2,176400,2
6570,44100,2,53802,2
6572,48000,2,192000,2
6573,44100,2,176400,2
6574,44100,2,176400,2
6575,44100,2,176400,2
6579,48000,2,192000,2
658,44100,2,109196,2
6580,48000,2,192000,2
6583,44100,2,176400,2
6589,48000,2,192000,2
659,44100,2,176400,2
6592,48000,2,192000,2
6595,48000,2,192000,2
6596,44100,2,176400,2
6599,44100,2,176400,2
66,48000,2,192000,2
660,44100,2,176400,2
6600,44100,2,176400,2
6602,48000,2,192000,2
6603,44100,2,13948,2
6604,44100,2,27783,2
6606,44100,2,134064,2
6607,44100,2,176400,2
6608,48000,2,192000,1
6609,44100,2,176400,2
661,44100,2,176400,2
6610,44100,2,30429,2
6614,44100,2,176400,2
6616,44100,2,176400,1
6618,44100,2,176400,2
6619,44100,2,176400,2
662,48000,2,192000,2
6620,48000,2,192000,2
6621,48000,2,192000,2
6623,48000,2,39840,2
6626,48000,2,192000,2
6628,48000,2,192000,2
6629,44100,2,176400,1
663,48000,2,192000,2
6630,44100,2,176400,2
6631,48000,2,192000,2
6633,44100,2,176400,2
6634,48000,2,192000,2
6635,44100,2,176400,2
6637,48000,2,192000,1
6638,44100,2,176400,2
664,48000,2,192000,2
6640,48000,2,192000,2
6641,44100,2,176400,2
6642,44100,2,52479,2
6643,44100,2,176400,2
6644,48000,2,192000,2
6647,48000,2,192000,2
6648,44100,2,176400,2
6649,48000,2,192000,2
665,44100,2,176400,2
6651,44100,2,176400,2
6652,48000,2,192000,2
6653,48000,2,192000,2
6654,48000,2,192000,2
6655,48000,2,192000,2
6656,48000,2,52634,2
6659,44100,2,176400,2
666,44100,2,176400,2
6660,44100,2,63338,2
6661,48000,2,192000,2
6662,48000,2,192000,2
6664,48000,2,192000,2
6665,48000,2,192000,2
6667,48000,2,192000,2
6668,48000,2,35438,2
6671,48000,2,192000,1
6674,48000,2,143040,2
6676,44100,2,176400,2
6677,48000,2,192000,2
6679,44100,2,176400,2
6681,48000,2,192000,2
6683,48000,2,192000,2
6689,44100,2,176400,2
669,44100,2,176400,2
6691,44100,2,33516,2
6692,48000,2,192000,2
6693,44100,2,176400,2
6694,44100,2,176400,2
6696,44100,2,30870,2
6698,48000,2,192000,2
67,44100,2,176400,2
670,8000,2,32000,2
6703,22050,1,88200,1
6708,48000,2,192000,2
671,44100,2,176400,2
6710,48000,2,192000,2
6712,44100,2,52368,2
6714,44100,2,176400,2
6715,44100,2,176400,2
6716,44100,2,176400,2
6717,44100,2,176400,2
6719,44100,2,176400,2
6721,44100,2,176400,2
6722,44100,2,72324,2
6723,44100,2,176400,2
6724,44100,2,176400,2
6725,44100,2,176400,2
6726,48000,2,192000,2
6728,48000,2,192000,2
6729,44100,2,47628,2
673,44100,2,176400,1
6730,44100,2,176400,2
6731,48000,2,192000,2
6732,44100,2,176400,2
6734,48000,2,192000,2
6735,44100,2,176400,2
6736,44100,2,32570,2
6737,44100,2,176400,2
6738,44100,2,176400,2
6739,44100,2,176400,2
6740,48000,2,192000,2
6741,44100,2,176400,2
6742,48000,2,36960,2
6746,48000,2,192000,2
6747,44100,2,176400,2
6748,48000,2,192000,1
6749,48000,2,192000,2
6750,44100,2,176400,2
6752,48000,2,192000,2
6753,44100,2,100107,2
6754,48000,2,192000,2
6755,48000,2,192000,1
6757,44100,2,176400,2
6759,44100,2,176400,2
676,44100,2,176400,2
6760,48000,2,192000,2
6763,48000,2,192000,1
6764,48000,2,192000,2
6765,44100,2,25536,2
6767,44100,2,176400,2
6768,48000,2,71913,2
6769,96000,2,384000,2
677,48000,2,192000,2
6770,44100,2,176400,2
6771,44100,2,176400,2
6772,48000,2,192000,1
6773,48000,2,192000,1
6774,44100,2,176400,2
6775,48000,2,192000,2
6777,44100,2,176400,2
6778,48000,2,192000,2
6779,48000,2,192000,2
6781,48000,2,192000,1
6782,44100,2,176400,2
6783,44100,2,176400,2
6786,11025,2,44100,2
679,44100,2,176400,2
6790,48000,2,192000,1
6791,48000,2,192000,2
6792,48000,2,192000,2
6793,48000,2,192000,2
6797,48000,2,192000,2
68,44100,2,176400,2
6800,48000,2,192000,2
6802,48000,2,190830,2
6804,44100,2,176400,2
6810,44100,2,176400,2
6811,48000,2,192000,2
6812,44100,2,176400,2
6813,48000,2,192000,1
6815,48000,2,192000,2
6816,44100,2,176400,2
6817,48000,2,192000,2
6818,16000,2,64000,1
6819,44100,2,176400,2
6820,48000,2,140592,2
6821,44100,2,176400,2
6822,48000,2,121440,2
6823,44100,2,176400,2
6824,48000,2,192000,2
6826,96000,2,104317,2
6829,16000,2,64000,1
683,48000,2,192000,2
6830,48000,2,192000,2
6831,44100,2,176400,2
6832,48000,2,192000,2
6835,48000,2,192000,2
6836,44100,2,176400,2
6837,48000,2,192000,2
6839,44100,2,176400,2
684,44100,2,176400,2
6840,48000,2,192000,2
6841,48000,2,192000,2
6844,44100,2,176400,2
6846,48000,2,192000,2
6847,44100,2,176400,2
685,44100,2,176400,2
6850,48000,2,192000,2
6851,48000,2,68160,2
6852,44100,2,176400,2
6853,44100,2,176400,2
6855,44100,2,176400,2
6856,48000,2,192000,2
6857,48000,2,192000,2
686,48000,2,192000,2
6860,44100,2,176400,2
6864,44100,2,176400,2
6865,44100,2,176400,2
6866,44100,2,176400,2
6869,48000,2,192000,2
687,44100,2,176400,2
6871,44100,2,176400,2
6872,48000,2,100320,2
6875,44100,2,176400,1
6877,48000,2,192000,2
6878,44100,2,176400,2
6879,44100,2,176400,2
688,48000,2,192000,2
6880,48000,2,192000,2
6881,44100,2,176400,2
6882,44100,2,176400,2
6883,44100,2,176400,1
6886,48000,2,192000,2
6888,48000,2,94948,2
6889,44100,2,176400,2
689,44100,2,176400,2
6891,48000,2,192000,2
6892,44100,2,176400,2
6893,48000,2,192000,2
6895,48000,2,192000,1
6896,44100,2,176400,2
6898,48000,2,192000,2
690,44100,2,176400,2
6900,24000,2,96000,2
6901,44100,2,18383,2
6902,24000,2,96000,2
6903,44100,2,176400,2
6906,44100,2,176400,2
6907,44100,2,176400,2
6908,44100,2,176400,1
6909,44100,2,18340,1
691,48000,2,192000,2
6910,44100,2,176400,2
6911,48000,2,192000,2
6912,44100,2,176400,2
6914,44100,2,176400,2
6915,48000,2,192000,2
6918,48000,2,192000,2
692,48000,2,192000,2
6920,44100,2,176400,2
6922,48000,2,192000,2
6923,22050,2,18520,1
6925,44100,2,42777,2
6926,44100,2,176400,2
6928,44100,2,58082,2
6929,48000,2,192000,2
693,44100,2,176400,2
6931,44100,2,176400,2
6932,44100,2,36020,1
6933,48000,2,192000,2
6934,44100,2,176400,2
6935,48000,2,192000,2
6937,48000,2,192000,1
6938,48000,2,192000,2
6939,48000,2,192000,2
694,48000,2,192000,2
6942,48000,2,192000,1
6943,48000,2,192000,1
6945,44100,2,176400,2
6946,48000,2,192000,2
6947,48000,2,192000,2
6948,24000,2,96000,2
6949,44100,2,176400,2
695,44100,2,176400,2
6954,44100,2,176400,2
6955,44100,2,176400,2
6956,48000,2,192000,2
6958,48000,2,192000,2
6961,44100,2,176400,2
6963,44100,2,176400,2
6965,16000,2,18240,1
6966,44100,2,176400,2
6967,48000,2,192000,2
6969,44100,2,176400,2
697,48000,2,192000,2
6970,44100,2,176400,2
6971,48000,2,192000,2
6973,48000,2,192000,1
6974,44100,2,176400,2
6975,48000,2,192000,2
6976,48000,2,192000,2
6977,44100,2,176400,2
6979,44100,2,176400,2
698,44100,2,176400,2
6981,44100,2,62121,2
6982,48000,2,192000,2
6984,44100,2,176400,2
6985,22050,1,88200,1
6986,44100,2,176400,2
699,48000,2,192000,2
6990,48000,2,192000,2
6991,44100,2,26460,2
6992,44100,2,176400,2
6993,44100,2,176400,2
6998,44100,2,176400,2
6999,48000,2,192000,2
7000,44100,2,176400,2
7001,44100,2,176400,2
7002,48000,2,192000,2
7003,48000,2,192000,2
7004,44100,2,176400,2
7005,44100,2,176400,2
7006,44100,2,41425,2
7007,48000,2,192000,2
7008,44100,2,176400,2
7009,48000,2,192000,2
7010,48000,2,192000,2
7012,44100,2,176400,2
7013,48000,2,192000,2
7014,48000,2,192000,2
7015,44100,2,176400,2
7016,16000,1,64000,2
7017,44100,2,176400,2
7018,44100,2,46283,2
7019,44100,2,176400,2
702,48000,2,192000,2
7020,48000,2,192000,2
7022,48000,2,192000,2
7025,44100,2,176400,2
7026,48000,2,192000,2
7027,48000,2,192000,2
7028,44100,2,108463,2
7029,48000,2,57951,2
703,44100,2,176400,2
7030,44100,2,176400,2
7031,44100,2,176400,2
7032,48000,2,67561,2
7035,44100,2,176400,2
7036,44100,2,38367,2
7039,48000,2,192000,2
704,48000,2,192000,2
7040,48000,2,192000,2
7041,44100,2,176400,2
7042,44100,2,176400,2
7046,48000,2,192000,2
7048,48000,2,192000,2
7049,48000,2,192000,2
705,48000,2,192000,2
7051,48000,2,192000,2
7052,44100,2,176400,2
7053,44100,2,98294,2
7054,48000,2,192000,2
7055,48000,2,192000,2
7057,44100,2,176400,2
7059,48000,2,192000,1
7060,44100,2,176400,2
7061,44100,2,121275,2
7062,48000,2,192000,2
7063,48000,2,192000,2
7064,48000,2,102233,2
7065,44100,2,176400,2
7066,44100,2,176400,2
7067,48000,2,192000,2
7068,48000,2,192000,2
7069,44100,2,176400,2
7070,96000,2,384000,2
7072,44100,2,176400,2
7073,48000,2,192000,2
7074,48000,2,74400,2
7075,48000,2,192000,2
7076,44100,2,176400,2
7077,44100,2,176400,2
7078,48000,2,192000,2
7079,48000,2,192000,2
7081,48000,2,192000,2
7082,48000,2,192000,2
7083,44100,2,103194,2
7084,48000,2,192000,2
7085,44100,2,176400,2
7086,48000,2,192000,2
7087,44100,2,176400,2
7088,44100,2,176400,2
709,44100,2,76734,2
7091,48000,2,192000,2
7094,44100,2,176400,2
7095,48000,2,192000,2
7096,44100,2,176400,2
71,48000,2,192000,1
710,44100,2,176400,2
7100,48000,2,192000,2
7105,44100,2,176400,2
7107,48000,2,192000,2
7108,44100,2,36119,2
7109,48000,2,192000,2
7110,48000,2,192000,2
7111,44100,2,176400,2
7112,48000,2,192000,2
7113,44100,2,176400,2
7114,16000,2,64000,1
7115,44100,2,176400,2
7116,48000,2,192000,2
7118,44100,2,176400,2
712,44100,2,176400,2
7121,44100,2,176400,2
7124,48000,2,192000,2
7126,44100,2,19219,2
7129,44100,2,176400,2
713,44100,2,176400,1
7131,44100,2,176400,2
7133,48000,2,192000,2
7136,96000,2,96857,2
7137,44100,2,176400,2
7138,48000,2,192000,2
714,44100,2,176400,2
7140,44100,2,77175,2
7141,48000,2,192000,2
7142,48000,2,155520,2
7143,44100,2,176400,2
7144,48000,2,192000,2
7145,44100,2,176400,2
7148,44100,2,176400,2
7149,48000,2,192000,2
7150,48000,2,192000,2
7151,16000,2,3040,1
7153,24000,2,96000,2
7154,44100,2,176400,2
7155,48000,2,192000,2
7156,48000,2,192000,2
7157,44100,2,176400,2
7159,44100,2,176400,2
716,44100,2,48918,2
7161,44100,2,176400,2
7162,48000,2,49325,2
7163,44100,2,176400,2
7169,44100,2,176400,2
717,44100,2,176400,2
7170,48000,2,192000,2
7171,44100,2,176400,2
7172,48000,2,192000,2
7174,44100,2,176400,2
7175,44100,2,176400,2
7176,44100,2,176400,2
7177,44100,2,176400,2
7178,48000,2,127200,2
7179,96000,2,122880,2
7180,48000,2,192000,2
7185,44100,2,176400,2
7187,44100,2,176400,2
719,48000,2,192000,2
7190,44100,2,176400,2
7191,48000,2,192000,2
7194,48000,2,192000,2
7195,44100,2,176400,2
7196,44100,2,176400,2
7197,48000,2,192000,2
7198,48000,2,192000,2
72,48000,2,192000,2
720,48000,2,192000,2
7200,48000,2,192000,2
7201,44100,2,176400,2
7202,44100,2,41013,2
7203,48000,2,192000,2
7204,44100,2,176400,2
7205,48000,2,45571,2
7206,44100,2,176400,2
7207,48000,2,192000,2
721,11025,2,13440,1
7211,48000,2,192000,2
7212,48000,2,192000,2
7213,48000,2,192000,2
7215,44100,2,176400,2
7216,96000,2,101746,2
7217,48000,2,192000,2
7218,48000,2,192000,1
722,48000,2,192000,2
7221,44100,2,176400,2
7222,44100,2,176400,2
7223,44100,2,176400,2
7224,44100,2,58441,2
7226,44100,2,176400,2
7227,44100,2,79380,2
7228,48000,2,192000,2
7231,44100,2,176400,2
7232,44100,2,22776,1
7233,48000,2,34907,2
7235,48000,2,192000,2
724,48000,2,112800,2
7240,44100,2,176400,2
7241,44100,2,176400,2
7242,44100,2,176400,2
7244,48000,2,192000,2
7245,44100,2,176400,2
7247,96000,2,384000,2
7249,44100,2,176400,2
7250,44100,2,176400,2
7251,44100,2,176400,2
7252,16000,2,64000,1
7253,48000,2,52800,2
7256,48000,2,192000,2
7257,44100,2,176400,2
7258,44100,2,176400,2
7259,44100,2,176400,2
726,44100,2,176400,2
7260,48000,2,6720,2
7262,44100,2,176400,2
7263,48000,2,192000,2
7264,48000,2,192000,1
7265,44100,2,176400,2
7269,48000,2,192000,1
